               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.030481,            0.026355,                   0,             0.92203,             0.90909,             0.94987,             0.56217,            0.030907,            0.019323,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.031172,            0.030517,                   0,             0.95568,             0.89091,             0.92772,             0.52444,            0.033653,            0.020887,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.030968,            0.025693,                   0,              0.9241,             0.88552,             0.92246,             0.53553,            0.033264,            0.020761,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.030599,             0.02719,                   0,             0.88332,             0.87273,             0.91304,             0.48717,            0.033443,             0.02334,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.030409,            0.028018,                   0,             0.80932,             0.78182,              0.7981,             0.40451,            0.039818,            0.023758,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.031322,            0.025239,                   0,             0.94353,             0.91136,             0.92777,             0.52601,            0.031104,            0.020472,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.029249,            0.025511,                   0,             0.92381,             0.67273,             0.84458,             0.37611,            0.042976,             0.02969,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.031357,            0.028059,                   0,             0.82731,               0.784,             0.84972,             0.47509,            0.039076,            0.022533,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.030148,            0.025131,                   0,             0.88844,             0.72403,             0.79333,             0.37394,            0.042666,            0.026087,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.028815,             0.02614,                   0,             0.93692,             0.87273,             0.94393,             0.55497,            0.030918,            0.020563,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.028959,            0.024237,                   0,             0.93471,             0.72727,             0.81389,             0.36967,            0.042046,            0.027681,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.029942,            0.026589,                   0,             0.90726,             0.88937,             0.94245,             0.51164,            0.032673,            0.021011,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.030077,            0.025717,                   0,             0.95801,             0.82978,             0.89515,             0.42115,            0.038217,            0.024809,                   0,             0.00472,             0.00472,             0.00472
                 162,             0.02962,            0.027269,                   0,             0.93366,             0.81818,             0.85756,             0.46461,            0.034572,            0.025793,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.029706,            0.026583,                   0,             0.29474,             0.25455,             0.21004,            0.077606,            0.057276,            0.046093,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.028945,            0.027115,                   0,             0.86553,             0.81921,             0.91049,             0.51315,            0.034777,            0.021582,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.027035,            0.024465,                   0,             0.92286,             0.87014,              0.8956,             0.56808,            0.029354,            0.021446,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.027875,            0.027941,                   0,             0.39649,             0.36364,             0.32578,             0.11187,            0.055679,            0.040966,                   0,            0.004555,            0.004555,            0.004555
                 167,             0.02869,            0.024495,                   0,             0.87769,                 0.8,             0.83279,             0.38163,            0.040717,            0.028183,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.029444,            0.026232,                   0,             0.86472,             0.81363,             0.85593,             0.46051,            0.034426,            0.022993,                   0,            0.004489,            0.004489,            0.004489
                 169,             0.02698,            0.023192,                   0,             0.96535,             0.50658,             0.63795,             0.22782,            0.050246,            0.032997,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.026593,             0.02644,                   0,              0.9639,                 0.6,             0.78804,             0.38472,            0.039277,            0.029247,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.029551,            0.024109,                   0,             0.81507,             0.80138,             0.81897,             0.32538,            0.044195,            0.026026,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.028354,            0.026812,                   0,             0.94348,             0.92727,             0.94249,             0.60138,            0.027514,            0.018167,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.026869,            0.025497,                   0,             0.92218,             0.89091,             0.92132,             0.55995,             0.03144,            0.019215,                   0,            0.004324,            0.004324,            0.004324
                 174,             0.02756,            0.024875,                   0,             0.88814,             0.86626,             0.91979,             0.51135,            0.032448,            0.021338,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.026652,             0.02351,                   0,             0.87205,             0.49581,              0.6353,             0.33863,            0.046115,            0.038336,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.027241,            0.022981,                   0,             0.74386,             0.74545,             0.81311,             0.31997,            0.047631,            0.027313,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.027941,             0.02543,                   0,             0.91518,             0.72727,             0.85631,             0.46403,            0.034142,            0.023743,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.027292,            0.022517,                   0,             0.93737,             0.89091,             0.91392,             0.54228,            0.031111,            0.021955,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.026574,            0.025476,                   0,             0.92577,               0.907,             0.92713,              0.5885,            0.028247,            0.020237,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.028315,            0.024163,                   0,             0.94251,             0.89425,             0.94501,             0.60294,            0.027849,            0.020571,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.027564,            0.024811,                   0,             0.92282,             0.92727,             0.93071,             0.59799,            0.027968,            0.020109,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.028327,            0.024842,                   0,             0.93906,             0.90909,             0.95885,             0.60963,            0.029151,            0.019722,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.027243,            0.025329,                   0,             0.91294,             0.57212,             0.73317,             0.29856,            0.046786,            0.030775,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.027697,            0.025411,                   0,             0.95066,             0.83636,             0.93467,             0.51579,            0.032576,            0.023554,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.028144,            0.023433,                   0,             0.90453,             0.92727,             0.90982,             0.51978,            0.030714,            0.022617,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.027173,            0.027057,                   0,              0.9375,             0.89091,             0.91778,             0.59565,            0.028855,            0.021385,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.026651,            0.025814,                   0,             0.88455,             0.94545,             0.96203,              0.6373,            0.027011,            0.020273,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.025175,            0.023253,                   0,             0.94538,              0.9441,              0.9705,             0.60165,            0.027247,            0.018967,                   0,            0.003829,            0.003829,            0.003829
                 189,             0.02566,            0.023382,                   0,             0.90451,             0.90909,             0.94876,             0.57799,            0.028739,            0.019756,                   0,            0.003796,            0.003796,            0.003796
                 190,             0.02689,            0.024456,                   0,             0.94623,             0.95985,             0.97303,             0.63677,            0.026779,            0.018347,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.025413,            0.024549,                   0,             0.96283,             0.94211,             0.95689,             0.61562,            0.028164,            0.019211,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.025733,            0.021737,                   0,             0.89748,             0.92727,             0.93099,             0.55863,             0.03075,            0.019825,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.026366,            0.023529,                   0,             0.95815,             0.92727,             0.96599,             0.63722,            0.026951,            0.018866,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.026181,            0.023527,                   0,             0.83125,             0.89567,              0.8913,             0.43375,            0.037145,            0.024019,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.026425,            0.025474,                   0,             0.94127,             0.94545,             0.95839,             0.58656,            0.028796,             0.01948,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.025369,            0.023061,                   0,             0.94623,             0.95992,             0.96098,             0.64145,            0.026358,            0.018471,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.025698,             0.02324,                   0,             0.92099,             0.90909,             0.92636,             0.55422,            0.031765,            0.021488,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.025846,            0.024343,                   0,             0.92306,             0.90909,             0.95872,             0.59535,             0.02749,            0.019363,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.026968,            0.025562,                   0,             0.91701,             0.89091,             0.93903,             0.54884,            0.029576,            0.021101,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.026689,            0.022207,                   0,              0.9213,             0.85148,             0.87827,              0.5025,            0.033224,            0.023159,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.027598,            0.024614,                   0,             0.96036,             0.92727,              0.9475,             0.60313,             0.02775,            0.019726,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.025595,            0.023761,                   0,             0.90876,             0.90546,              0.9396,             0.51685,            0.030743,            0.021551,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.025569,            0.022425,                   0,             0.90769,             0.89091,             0.94938,             0.55491,            0.030588,            0.019722,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.025526,            0.022992,                   0,             0.96011,             0.92727,             0.95574,             0.62594,            0.025839,            0.018772,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.024322,             0.02269,                   0,             0.81141,             0.70411,             0.77823,             0.36394,            0.042618,            0.032101,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.024533,            0.023239,                   0,             0.93837,             0.89091,             0.92249,             0.57405,            0.028918,            0.020306,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.024252,            0.023821,                   0,             0.89275,             0.90806,             0.90732,             0.48155,            0.033199,            0.023129,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.026309,            0.022271,                   0,             0.94769,             0.87273,             0.94587,             0.57823,            0.029191,            0.021538,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.024889,             0.02186,                   0,             0.96095,             0.92727,             0.94869,             0.64665,            0.025296,            0.019203,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.026316,            0.023327,                   0,             0.94331,             0.90761,             0.93044,             0.56739,            0.030317,             0.02203,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.025611,            0.023908,                   0,             0.95807,             0.92727,              0.9423,             0.57467,             0.02873,            0.020559,                   0,             0.00307,             0.00307,             0.00307
                 212,             0.02474,            0.021303,                   0,             0.94215,             0.88836,             0.94937,             0.60041,            0.027611,            0.019829,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.025323,            0.023045,                   0,             0.89525,             0.77703,             0.87353,             0.44092,            0.035554,            0.025892,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.025666,            0.021982,                   0,             0.92677,             0.92052,             0.91853,             0.58453,            0.029266,            0.021212,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.022944,            0.021119,                   0,             0.93602,             0.90909,             0.93463,             0.60559,            0.027934,            0.020578,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.022943,            0.022716,                   0,             0.96288,             0.94326,             0.95036,             0.62642,            0.027212,            0.020144,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.024892,             0.02379,                   0,             0.93972,              0.8504,             0.92575,             0.55435,            0.030902,            0.021877,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.023042,             0.02031,                   0,              0.9204,             0.89091,             0.92461,             0.56305,            0.030419,            0.021826,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.025161,            0.022396,                   0,             0.94214,             0.89091,             0.91734,             0.54568,             0.03071,            0.022196,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.024635,            0.021168,                   0,             0.92268,             0.86799,             0.91927,             0.51018,            0.031959,            0.022829,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.024603,            0.022666,                   0,             0.93968,             0.84983,             0.90199,             0.48992,            0.033278,            0.024363,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.024768,            0.022029,                   0,             0.94336,             0.94545,             0.95274,             0.62036,            0.027044,            0.019054,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.023333,            0.021079,                   0,             0.93972,             0.90909,             0.91815,             0.51639,            0.032745,            0.021786,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.024457,            0.020293,                   0,             0.95877,             0.90909,             0.94249,             0.58608,            0.029907,             0.02009,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.022996,            0.022832,                   0,             0.96039,             0.92727,             0.94441,             0.61312,            0.027812,            0.018711,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.022885,            0.020865,                   0,             0.94542,             0.94489,             0.94129,             0.61821,            0.027253,            0.018816,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.024892,            0.023969,                   0,             0.94411,             0.92147,             0.93335,             0.60294,            0.028035,            0.019037,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.024154,            0.020736,                   0,             0.94263,             0.94545,             0.93459,             0.58136,            0.028618,            0.019186,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.025341,             0.02403,                   0,              0.9252,             0.92727,             0.91466,             0.56182,            0.029923,            0.020765,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.025911,            0.024321,                   0,             0.96293,             0.94466,             0.93157,             0.63098,            0.026618,            0.019588,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.023667,            0.022924,                   0,             0.96289,             0.94363,             0.94575,             0.64604,            0.025974,            0.019217,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.022654,            0.021939,                   0,             0.94527,             0.94206,             0.94782,             0.63844,            0.026569,            0.019415,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.023358,            0.022139,                   0,             0.94544,             0.94524,             0.94838,             0.63704,            0.025542,            0.019194,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.023109,            0.020951,                   0,             0.94423,             0.92357,             0.94381,              0.6205,            0.026525,            0.019083,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.023464,            0.020989,                   0,             0.95793,             0.92727,             0.95022,             0.60883,            0.026809,             0.01972,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.023694,            0.019917,                   0,              0.9629,             0.94379,             0.95394,             0.60879,            0.027136,            0.019674,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.023339,             0.02019,                   0,             0.94388,             0.94545,             0.95355,             0.65929,            0.026038,            0.019293,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.022455,            0.022494,                   0,             0.94373,             0.94545,             0.95515,             0.64508,            0.026196,             0.01931,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.023123,            0.023871,                   0,             0.93999,             0.92727,              0.9579,             0.63716,            0.026016,            0.019501,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.023198,             0.02137,                   0,             0.93993,             0.90909,             0.92335,             0.58374,            0.028776,            0.019815,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.022463,            0.022733,                   0,             0.96053,             0.94545,             0.95504,             0.65014,            0.026067,            0.019197,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.021412,             0.02203,                   0,             0.96284,             0.94215,             0.94998,             0.61825,            0.027455,            0.019562,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.022086,            0.020788,                   0,              0.9425,             0.94545,             0.94945,             0.61637,            0.026881,            0.019497,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.021566,            0.019754,                   0,             0.94433,             0.92529,             0.94022,             0.60845,             0.02788,            0.019289,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.022049,            0.021794,                   0,             0.94361,             0.94545,             0.94516,             0.59531,            0.028223,            0.019932,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.023601,            0.021548,                   0,              0.9629,             0.94389,             0.95227,             0.64271,            0.026185,            0.019253,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.022229,            0.021663,                   0,             0.96289,             0.94356,             0.94108,             0.59838,            0.027458,            0.020407,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.022865,             0.02024,                   0,              0.9577,             0.92727,             0.93868,              0.6145,            0.027489,            0.019434,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.022091,            0.019015,                   0,             0.94285,             0.92727,             0.92821,             0.61466,            0.025896,            0.019287,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.021801,            0.021087,                   0,             0.94537,             0.94396,             0.94913,             0.62009,            0.025502,            0.019053,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.022698,            0.021621,                   0,             0.95988,             0.92727,             0.93156,             0.59493,            0.027848,            0.020794,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.022238,            0.020562,                   0,             0.96003,             0.92727,              0.9452,             0.64988,            0.026051,            0.019892,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.022446,            0.021692,                   0,             0.94265,             0.92727,              0.9417,              0.6286,            0.025278,            0.019905,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.021586,            0.020779,                   0,             0.94522,             0.94123,             0.94859,             0.62668,            0.025614,            0.018896,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.021832,             0.02183,                   0,             0.94442,             0.92683,              0.9483,             0.63282,            0.025543,            0.019165,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.023118,            0.022822,                   0,             0.94514,             0.93983,             0.95016,              0.6262,            0.026266,            0.019993,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.021254,            0.019641,                   0,             0.94332,             0.94545,             0.94981,             0.63571,            0.025955,            0.019846,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.022249,            0.022711,                   0,             0.94433,             0.92521,             0.93381,             0.62581,            0.027439,            0.020239,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.023244,             0.02334,                   0,             0.96221,             0.92603,             0.94522,             0.65986,            0.025198,            0.019321,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.021526,            0.020951,                   0,             0.94264,             0.92727,             0.93315,             0.62883,            0.027261,            0.020311,                   0,            0.001453,            0.001453,            0.001453
                 261,             0.02184,            0.021395,                   0,             0.92587,             0.94545,             0.94084,             0.62332,            0.026536,            0.019642,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.021196,            0.021864,                   0,             0.93989,             0.92727,             0.93724,             0.60613,             0.02735,            0.020281,                   0,            0.001387,            0.001387,            0.001387
                 263,            0.022833,             0.02161,                   0,             0.94525,             0.94172,             0.95235,             0.66884,            0.025263,            0.018711,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.021255,            0.022705,                   0,             0.95612,             0.90909,             0.93969,             0.60815,            0.027563,            0.019522,                   0,            0.001321,            0.001321,            0.001321
                 265,            0.021564,            0.020024,                   0,             0.92961,             0.96056,             0.95691,             0.65316,            0.025035,            0.018557,                   0,            0.001288,            0.001288,            0.001288
                 266,            0.021703,            0.022407,                   0,             0.94542,             0.94487,             0.95535,             0.64999,            0.025913,            0.019081,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.020502,            0.020337,                   0,               0.909,              0.9081,              0.9104,             0.56256,            0.029385,            0.020367,                   0,            0.001222,            0.001222,            0.001222
                 268,            0.022054,            0.021026,                   0,             0.94536,              0.9438,             0.95245,             0.63872,            0.026099,            0.019184,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.021998,            0.021182,                   0,             0.94529,             0.94253,             0.95544,             0.65447,            0.025117,            0.018894,                   0,            0.001156,            0.001156,            0.001156
                 270,            0.021524,            0.019672,                   0,              0.9544,             0.92727,             0.94973,             0.61805,            0.026605,            0.019424,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.021654,            0.021106,                   0,             0.96212,              0.9237,             0.93141,             0.59003,            0.028612,            0.020308,                   0,             0.00109,             0.00109,             0.00109
                 272,            0.020166,            0.018355,                   0,             0.96148,             0.94545,             0.96102,             0.62519,            0.025516,            0.019054,                   0,            0.001057,            0.001057,            0.001057
                 273,            0.022116,            0.019315,                   0,             0.94286,             0.92727,             0.94968,             0.63539,            0.025104,            0.019363,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.021968,            0.019811,                   0,             0.94537,             0.94401,             0.95453,             0.63958,            0.024883,            0.019087,                   0,            0.000991,            0.000991,            0.000991
                 275,              0.0217,            0.020899,                   0,              0.9629,             0.94376,             0.96334,             0.63682,            0.025516,            0.019411,                   0,            0.000958,            0.000958,            0.000958
                 276,             0.02152,             0.02075,                   0,             0.96288,             0.94324,             0.95392,             0.61421,            0.027213,             0.02033,                   0,            0.000925,            0.000925,            0.000925
                 277,            0.021693,            0.022345,                   0,             0.96289,              0.9435,             0.96233,             0.63776,            0.025812,            0.019665,                   0,            0.000892,            0.000892,            0.000892
                 278,             0.02182,            0.019409,                   0,             0.94532,             0.94297,              0.9599,              0.6339,            0.026406,            0.019602,                   0,            0.000859,            0.000859,            0.000859
                 279,            0.020692,            0.021404,                   0,             0.94518,             0.94057,             0.96085,             0.63224,             0.02556,             0.01944,                   0,            0.000826,            0.000826,            0.000826
                 280,            0.021965,            0.021214,                   0,             0.96175,             0.94545,             0.96382,             0.63059,            0.025307,            0.019417,                   0,            0.000793,            0.000793,            0.000793
                 281,            0.021184,            0.021574,                   0,             0.95883,             0.92727,             0.95797,             0.63085,            0.026089,            0.019842,                   0,             0.00076,             0.00076,             0.00076
                 282,            0.021223,            0.019863,                   0,             0.95962,             0.92727,             0.95714,             0.63015,            0.025999,            0.020016,                   0,            0.000727,            0.000727,            0.000727
                 283,            0.021146,            0.020882,                   0,             0.96033,             0.92727,              0.9531,             0.64377,             0.02557,            0.019783,                   0,            0.000694,            0.000694,            0.000694
                 284,            0.020238,            0.018482,                   0,             0.96129,             0.92727,             0.94794,             0.66102,            0.025906,            0.019365,                   0,            0.000661,            0.000661,            0.000661
                 285,             0.02068,            0.019966,                   0,             0.96056,             0.92727,             0.95014,             0.64675,            0.026177,            0.019108,                   0,            0.000628,            0.000628,            0.000628
                 286,            0.020358,            0.020572,                   0,             0.94408,             0.94545,             0.95853,              0.6615,            0.025175,            0.018766,                   0,            0.000595,            0.000595,            0.000595
                 287,            0.020109,            0.018069,                   0,             0.94494,             0.94545,             0.96063,             0.65819,            0.025186,            0.018688,                   0,            0.000562,            0.000562,            0.000562
                 288,            0.020043,            0.019067,                   0,             0.94544,              0.9452,             0.96207,             0.65958,            0.025098,            0.018562,                   0,            0.000529,            0.000529,            0.000529
                 289,            0.020072,            0.020002,                   0,             0.94397,             0.94545,             0.96062,              0.6621,            0.024369,            0.018375,                   0,            0.000496,            0.000496,            0.000496
                 290,            0.020533,             0.02142,                   0,             0.96295,             0.94505,             0.96355,             0.67315,             0.02429,            0.018566,                   0,            0.000463,            0.000463,            0.000463
                 291,            0.020347,             0.01961,                   0,             0.96079,             0.94545,             0.96034,             0.66708,            0.025234,            0.019108,                   0,             0.00043,             0.00043,             0.00043
                 292,            0.020597,             0.01986,                   0,             0.96125,             0.94545,             0.95833,             0.65854,            0.024784,            0.018896,                   0,            0.000397,            0.000397,            0.000397
                 293,            0.020417,            0.020383,                   0,             0.96098,             0.94545,             0.95777,             0.65919,            0.024955,            0.019077,                   0,            0.000364,            0.000364,            0.000364
                 294,            0.020063,             0.02104,                   0,             0.96059,             0.94545,             0.95782,             0.66375,             0.02476,            0.018856,                   0,            0.000331,            0.000331,            0.000331
                 295,            0.020135,            0.020672,                   0,             0.96294,             0.94497,             0.96041,             0.67685,            0.024237,            0.018568,                   0,            0.000298,            0.000298,            0.000298
                 296,            0.019473,            0.020821,                   0,             0.96289,             0.94358,             0.96231,             0.66467,            0.024087,             0.01848,                   0,            0.000265,            0.000265,            0.000265
                 297,            0.019847,            0.020836,                   0,             0.96294,             0.94475,             0.96561,             0.67865,            0.023981,            0.018509,                   0,            0.000232,            0.000232,            0.000232
                 298,            0.020309,            0.020236,                   0,             0.96236,             0.94545,             0.96679,             0.68016,            0.023894,             0.01848,                   0,            0.000199,            0.000199,            0.000199
                 299,            0.020162,            0.019675,                   0,             0.96183,             0.94545,             0.96609,             0.67974,            0.023856,            0.018452,                   0,            0.000166,            0.000166,            0.000166
